"time_id","time_actual","hours_24","hours_12","hour_minutes","day_minutes","day_time_name","day_night"
0,00:00:00,"00","12","00",0,AM,Night
1,00:01:00,"00","12","01",1,AM,Night
2,00:02:00,"00","12","02",2,AM,Night
3,00:03:00,"00","12","03",3,AM,Night
4,00:04:00,"00","12","04",4,AM,Night
5,00:05:00,"00","12","05",5,AM,Night
6,00:06:00,"00","12","06",6,AM,Night
7,00:07:00,"00","12","07",7,AM,Night
8,00:08:00,"00","12","08",8,AM,Night
9,00:09:00,"00","12","09",9,AM,Night
10,00:10:00,"00","12","10",10,AM,Night
11,00:11:00,"00","12","11",11,AM,Night
12,00:12:00,"00","12","12",12,AM,Night
13,00:13:00,"00","12","13",13,AM,Night
14,00:14:00,"00","12","14",14,AM,Night
15,00:15:00,"00","12","15",15,AM,Night
16,00:16:00,"00","12","16",16,AM,Night
17,00:17:00,"00","12","17",17,AM,Night
18,00:18:00,"00","12","18",18,AM,Night
19,00:19:00,"00","12","19",19,AM,Night
20,00:20:00,"00","12","20",20,AM,Night
21,00:21:00,"00","12","21",21,AM,Night
22,00:22:00,"00","12","22",22,AM,Night
23,00:23:00,"00","12","23",23,AM,Night
24,00:24:00,"00","12","24",24,AM,Night
25,00:25:00,"00","12","25",25,AM,Night
26,00:26:00,"00","12","26",26,AM,Night
27,00:27:00,"00","12","27",27,AM,Night
28,00:28:00,"00","12","28",28,AM,Night
29,00:29:00,"00","12","29",29,AM,Night
30,00:30:00,"00","12","30",30,AM,Night
31,00:31:00,"00","12","31",31,AM,Night
32,00:32:00,"00","12","32",32,AM,Night
33,00:33:00,"00","12","33",33,AM,Night
34,00:34:00,"00","12","34",34,AM,Night
35,00:35:00,"00","12","35",35,AM,Night
36,00:36:00,"00","12","36",36,AM,Night
37,00:37:00,"00","12","37",37,AM,Night
38,00:38:00,"00","12","38",38,AM,Night
39,00:39:00,"00","12","39",39,AM,Night
40,00:40:00,"00","12","40",40,AM,Night
41,00:41:00,"00","12","41",41,AM,Night
42,00:42:00,"00","12","42",42,AM,Night
43,00:43:00,"00","12","43",43,AM,Night
44,00:44:00,"00","12","44",44,AM,Night
45,00:45:00,"00","12","45",45,AM,Night
46,00:46:00,"00","12","46",46,AM,Night
47,00:47:00,"00","12","47",47,AM,Night
48,00:48:00,"00","12","48",48,AM,Night
49,00:49:00,"00","12","49",49,AM,Night
50,00:50:00,"00","12","50",50,AM,Night
51,00:51:00,"00","12","51",51,AM,Night
52,00:52:00,"00","12","52",52,AM,Night
53,00:53:00,"00","12","53",53,AM,Night
54,00:54:00,"00","12","54",54,AM,Night
55,00:55:00,"00","12","55",55,AM,Night
56,00:56:00,"00","12","56",56,AM,Night
57,00:57:00,"00","12","57",57,AM,Night
58,00:58:00,"00","12","58",58,AM,Night
59,00:59:00,"00","12","59",59,AM,Night
100,01:00:00,"01","01","00",60,AM,Night
101,01:01:00,"01","01","01",61,AM,Night
102,01:02:00,"01","01","02",62,AM,Night
103,01:03:00,"01","01","03",63,AM,Night
104,01:04:00,"01","01","04",64,AM,Night
105,01:05:00,"01","01","05",65,AM,Night
106,01:06:00,"01","01","06",66,AM,Night
107,01:07:00,"01","01","07",67,AM,Night
108,01:08:00,"01","01","08",68,AM,Night
109,01:09:00,"01","01","09",69,AM,Night
110,01:10:00,"01","01","10",70,AM,Night
111,01:11:00,"01","01","11",71,AM,Night
112,01:12:00,"01","01","12",72,AM,Night
113,01:13:00,"01","01","13",73,AM,Night
114,01:14:00,"01","01","14",74,AM,Night
115,01:15:00,"01","01","15",75,AM,Night
116,01:16:00,"01","01","16",76,AM,Night
117,01:17:00,"01","01","17",77,AM,Night
118,01:18:00,"01","01","18",78,AM,Night
119,01:19:00,"01","01","19",79,AM,Night
120,01:20:00,"01","01","20",80,AM,Night
121,01:21:00,"01","01","21",81,AM,Night
122,01:22:00,"01","01","22",82,AM,Night
123,01:23:00,"01","01","23",83,AM,Night
124,01:24:00,"01","01","24",84,AM,Night
125,01:25:00,"01","01","25",85,AM,Night
126,01:26:00,"01","01","26",86,AM,Night
127,01:27:00,"01","01","27",87,AM,Night
128,01:28:00,"01","01","28",88,AM,Night
129,01:29:00,"01","01","29",89,AM,Night
130,01:30:00,"01","01","30",90,AM,Night
131,01:31:00,"01","01","31",91,AM,Night
132,01:32:00,"01","01","32",92,AM,Night
133,01:33:00,"01","01","33",93,AM,Night
134,01:34:00,"01","01","34",94,AM,Night
135,01:35:00,"01","01","35",95,AM,Night
136,01:36:00,"01","01","36",96,AM,Night
137,01:37:00,"01","01","37",97,AM,Night
138,01:38:00,"01","01","38",98,AM,Night
139,01:39:00,"01","01","39",99,AM,Night
140,01:40:00,"01","01","40",100,AM,Night
141,01:41:00,"01","01","41",101,AM,Night
142,01:42:00,"01","01","42",102,AM,Night
143,01:43:00,"01","01","43",103,AM,Night
144,01:44:00,"01","01","44",104,AM,Night
145,01:45:00,"01","01","45",105,AM,Night
146,01:46:00,"01","01","46",106,AM,Night
147,01:47:00,"01","01","47",107,AM,Night
148,01:48:00,"01","01","48",108,AM,Night
149,01:49:00,"01","01","49",109,AM,Night
150,01:50:00,"01","01","50",110,AM,Night
151,01:51:00,"01","01","51",111,AM,Night
152,01:52:00,"01","01","52",112,AM,Night
153,01:53:00,"01","01","53",113,AM,Night
154,01:54:00,"01","01","54",114,AM,Night
155,01:55:00,"01","01","55",115,AM,Night
156,01:56:00,"01","01","56",116,AM,Night
157,01:57:00,"01","01","57",117,AM,Night
158,01:58:00,"01","01","58",118,AM,Night
159,01:59:00,"01","01","59",119,AM,Night
200,02:00:00,"02","02","00",120,AM,Night
201,02:01:00,"02","02","01",121,AM,Night
202,02:02:00,"02","02","02",122,AM,Night
203,02:03:00,"02","02","03",123,AM,Night
204,02:04:00,"02","02","04",124,AM,Night
205,02:05:00,"02","02","05",125,AM,Night
206,02:06:00,"02","02","06",126,AM,Night
207,02:07:00,"02","02","07",127,AM,Night
208,02:08:00,"02","02","08",128,AM,Night
209,02:09:00,"02","02","09",129,AM,Night
210,02:10:00,"02","02","10",130,AM,Night
211,02:11:00,"02","02","11",131,AM,Night
212,02:12:00,"02","02","12",132,AM,Night
213,02:13:00,"02","02","13",133,AM,Night
214,02:14:00,"02","02","14",134,AM,Night
215,02:15:00,"02","02","15",135,AM,Night
216,02:16:00,"02","02","16",136,AM,Night
217,02:17:00,"02","02","17",137,AM,Night
218,02:18:00,"02","02","18",138,AM,Night
219,02:19:00,"02","02","19",139,AM,Night
220,02:20:00,"02","02","20",140,AM,Night
221,02:21:00,"02","02","21",141,AM,Night
222,02:22:00,"02","02","22",142,AM,Night
223,02:23:00,"02","02","23",143,AM,Night
224,02:24:00,"02","02","24",144,AM,Night
225,02:25:00,"02","02","25",145,AM,Night
226,02:26:00,"02","02","26",146,AM,Night
227,02:27:00,"02","02","27",147,AM,Night
228,02:28:00,"02","02","28",148,AM,Night
229,02:29:00,"02","02","29",149,AM,Night
230,02:30:00,"02","02","30",150,AM,Night
231,02:31:00,"02","02","31",151,AM,Night
232,02:32:00,"02","02","32",152,AM,Night
233,02:33:00,"02","02","33",153,AM,Night
234,02:34:00,"02","02","34",154,AM,Night
235,02:35:00,"02","02","35",155,AM,Night
236,02:36:00,"02","02","36",156,AM,Night
237,02:37:00,"02","02","37",157,AM,Night
238,02:38:00,"02","02","38",158,AM,Night
239,02:39:00,"02","02","39",159,AM,Night
240,02:40:00,"02","02","40",160,AM,Night
241,02:41:00,"02","02","41",161,AM,Night
242,02:42:00,"02","02","42",162,AM,Night
243,02:43:00,"02","02","43",163,AM,Night
244,02:44:00,"02","02","44",164,AM,Night
245,02:45:00,"02","02","45",165,AM,Night
246,02:46:00,"02","02","46",166,AM,Night
247,02:47:00,"02","02","47",167,AM,Night
248,02:48:00,"02","02","48",168,AM,Night
249,02:49:00,"02","02","49",169,AM,Night
250,02:50:00,"02","02","50",170,AM,Night
251,02:51:00,"02","02","51",171,AM,Night
252,02:52:00,"02","02","52",172,AM,Night
253,02:53:00,"02","02","53",173,AM,Night
254,02:54:00,"02","02","54",174,AM,Night
255,02:55:00,"02","02","55",175,AM,Night
256,02:56:00,"02","02","56",176,AM,Night
257,02:57:00,"02","02","57",177,AM,Night
258,02:58:00,"02","02","58",178,AM,Night
259,02:59:00,"02","02","59",179,AM,Night
300,03:00:00,"03","03","00",180,AM,Night
301,03:01:00,"03","03","01",181,AM,Night
302,03:02:00,"03","03","02",182,AM,Night
303,03:03:00,"03","03","03",183,AM,Night
304,03:04:00,"03","03","04",184,AM,Night
305,03:05:00,"03","03","05",185,AM,Night
306,03:06:00,"03","03","06",186,AM,Night
307,03:07:00,"03","03","07",187,AM,Night
308,03:08:00,"03","03","08",188,AM,Night
309,03:09:00,"03","03","09",189,AM,Night
310,03:10:00,"03","03","10",190,AM,Night
311,03:11:00,"03","03","11",191,AM,Night
312,03:12:00,"03","03","12",192,AM,Night
313,03:13:00,"03","03","13",193,AM,Night
314,03:14:00,"03","03","14",194,AM,Night
315,03:15:00,"03","03","15",195,AM,Night
316,03:16:00,"03","03","16",196,AM,Night
317,03:17:00,"03","03","17",197,AM,Night
318,03:18:00,"03","03","18",198,AM,Night
319,03:19:00,"03","03","19",199,AM,Night
320,03:20:00,"03","03","20",200,AM,Night
321,03:21:00,"03","03","21",201,AM,Night
322,03:22:00,"03","03","22",202,AM,Night
323,03:23:00,"03","03","23",203,AM,Night
324,03:24:00,"03","03","24",204,AM,Night
325,03:25:00,"03","03","25",205,AM,Night
326,03:26:00,"03","03","26",206,AM,Night
327,03:27:00,"03","03","27",207,AM,Night
328,03:28:00,"03","03","28",208,AM,Night
329,03:29:00,"03","03","29",209,AM,Night
330,03:30:00,"03","03","30",210,AM,Night
331,03:31:00,"03","03","31",211,AM,Night
332,03:32:00,"03","03","32",212,AM,Night
333,03:33:00,"03","03","33",213,AM,Night
334,03:34:00,"03","03","34",214,AM,Night
335,03:35:00,"03","03","35",215,AM,Night
336,03:36:00,"03","03","36",216,AM,Night
337,03:37:00,"03","03","37",217,AM,Night
338,03:38:00,"03","03","38",218,AM,Night
339,03:39:00,"03","03","39",219,AM,Night
340,03:40:00,"03","03","40",220,AM,Night
341,03:41:00,"03","03","41",221,AM,Night
342,03:42:00,"03","03","42",222,AM,Night
343,03:43:00,"03","03","43",223,AM,Night
344,03:44:00,"03","03","44",224,AM,Night
345,03:45:00,"03","03","45",225,AM,Night
346,03:46:00,"03","03","46",226,AM,Night
347,03:47:00,"03","03","47",227,AM,Night
348,03:48:00,"03","03","48",228,AM,Night
349,03:49:00,"03","03","49",229,AM,Night
350,03:50:00,"03","03","50",230,AM,Night
351,03:51:00,"03","03","51",231,AM,Night
352,03:52:00,"03","03","52",232,AM,Night
353,03:53:00,"03","03","53",233,AM,Night
354,03:54:00,"03","03","54",234,AM,Night
355,03:55:00,"03","03","55",235,AM,Night
356,03:56:00,"03","03","56",236,AM,Night
357,03:57:00,"03","03","57",237,AM,Night
358,03:58:00,"03","03","58",238,AM,Night
359,03:59:00,"03","03","59",239,AM,Night
400,04:00:00,"04","04","00",240,AM,Night
401,04:01:00,"04","04","01",241,AM,Night
402,04:02:00,"04","04","02",242,AM,Night
403,04:03:00,"04","04","03",243,AM,Night
404,04:04:00,"04","04","04",244,AM,Night
405,04:05:00,"04","04","05",245,AM,Night
406,04:06:00,"04","04","06",246,AM,Night
407,04:07:00,"04","04","07",247,AM,Night
408,04:08:00,"04","04","08",248,AM,Night
409,04:09:00,"04","04","09",249,AM,Night
410,04:10:00,"04","04","10",250,AM,Night
411,04:11:00,"04","04","11",251,AM,Night
412,04:12:00,"04","04","12",252,AM,Night
413,04:13:00,"04","04","13",253,AM,Night
414,04:14:00,"04","04","14",254,AM,Night
415,04:15:00,"04","04","15",255,AM,Night
416,04:16:00,"04","04","16",256,AM,Night
417,04:17:00,"04","04","17",257,AM,Night
418,04:18:00,"04","04","18",258,AM,Night
419,04:19:00,"04","04","19",259,AM,Night
420,04:20:00,"04","04","20",260,AM,Night
421,04:21:00,"04","04","21",261,AM,Night
422,04:22:00,"04","04","22",262,AM,Night
423,04:23:00,"04","04","23",263,AM,Night
424,04:24:00,"04","04","24",264,AM,Night
425,04:25:00,"04","04","25",265,AM,Night
426,04:26:00,"04","04","26",266,AM,Night
427,04:27:00,"04","04","27",267,AM,Night
428,04:28:00,"04","04","28",268,AM,Night
429,04:29:00,"04","04","29",269,AM,Night
430,04:30:00,"04","04","30",270,AM,Night
431,04:31:00,"04","04","31",271,AM,Night
432,04:32:00,"04","04","32",272,AM,Night
433,04:33:00,"04","04","33",273,AM,Night
434,04:34:00,"04","04","34",274,AM,Night
435,04:35:00,"04","04","35",275,AM,Night
436,04:36:00,"04","04","36",276,AM,Night
437,04:37:00,"04","04","37",277,AM,Night
438,04:38:00,"04","04","38",278,AM,Night
439,04:39:00,"04","04","39",279,AM,Night
440,04:40:00,"04","04","40",280,AM,Night
441,04:41:00,"04","04","41",281,AM,Night
442,04:42:00,"04","04","42",282,AM,Night
443,04:43:00,"04","04","43",283,AM,Night
444,04:44:00,"04","04","44",284,AM,Night
445,04:45:00,"04","04","45",285,AM,Night
446,04:46:00,"04","04","46",286,AM,Night
447,04:47:00,"04","04","47",287,AM,Night
448,04:48:00,"04","04","48",288,AM,Night
449,04:49:00,"04","04","49",289,AM,Night
450,04:50:00,"04","04","50",290,AM,Night
451,04:51:00,"04","04","51",291,AM,Night
452,04:52:00,"04","04","52",292,AM,Night
453,04:53:00,"04","04","53",293,AM,Night
454,04:54:00,"04","04","54",294,AM,Night
455,04:55:00,"04","04","55",295,AM,Night
456,04:56:00,"04","04","56",296,AM,Night
457,04:57:00,"04","04","57",297,AM,Night
458,04:58:00,"04","04","58",298,AM,Night
459,04:59:00,"04","04","59",299,AM,Night
500,05:00:00,"05","05","00",300,AM,Night
501,05:01:00,"05","05","01",301,AM,Night
502,05:02:00,"05","05","02",302,AM,Night
503,05:03:00,"05","05","03",303,AM,Night
504,05:04:00,"05","05","04",304,AM,Night
505,05:05:00,"05","05","05",305,AM,Night
506,05:06:00,"05","05","06",306,AM,Night
507,05:07:00,"05","05","07",307,AM,Night
508,05:08:00,"05","05","08",308,AM,Night
509,05:09:00,"05","05","09",309,AM,Night
510,05:10:00,"05","05","10",310,AM,Night
511,05:11:00,"05","05","11",311,AM,Night
512,05:12:00,"05","05","12",312,AM,Night
513,05:13:00,"05","05","13",313,AM,Night
514,05:14:00,"05","05","14",314,AM,Night
515,05:15:00,"05","05","15",315,AM,Night
516,05:16:00,"05","05","16",316,AM,Night
517,05:17:00,"05","05","17",317,AM,Night
518,05:18:00,"05","05","18",318,AM,Night
519,05:19:00,"05","05","19",319,AM,Night
520,05:20:00,"05","05","20",320,AM,Night
521,05:21:00,"05","05","21",321,AM,Night
522,05:22:00,"05","05","22",322,AM,Night
523,05:23:00,"05","05","23",323,AM,Night
524,05:24:00,"05","05","24",324,AM,Night
525,05:25:00,"05","05","25",325,AM,Night
526,05:26:00,"05","05","26",326,AM,Night
527,05:27:00,"05","05","27",327,AM,Night
528,05:28:00,"05","05","28",328,AM,Night
529,05:29:00,"05","05","29",329,AM,Night
530,05:30:00,"05","05","30",330,AM,Night
531,05:31:00,"05","05","31",331,AM,Night
532,05:32:00,"05","05","32",332,AM,Night
533,05:33:00,"05","05","33",333,AM,Night
534,05:34:00,"05","05","34",334,AM,Night
535,05:35:00,"05","05","35",335,AM,Night
536,05:36:00,"05","05","36",336,AM,Night
537,05:37:00,"05","05","37",337,AM,Night
538,05:38:00,"05","05","38",338,AM,Night
539,05:39:00,"05","05","39",339,AM,Night
540,05:40:00,"05","05","40",340,AM,Night
541,05:41:00,"05","05","41",341,AM,Night
542,05:42:00,"05","05","42",342,AM,Night
543,05:43:00,"05","05","43",343,AM,Night
544,05:44:00,"05","05","44",344,AM,Night
545,05:45:00,"05","05","45",345,AM,Night
546,05:46:00,"05","05","46",346,AM,Night
547,05:47:00,"05","05","47",347,AM,Night
548,05:48:00,"05","05","48",348,AM,Night
549,05:49:00,"05","05","49",349,AM,Night
550,05:50:00,"05","05","50",350,AM,Night
551,05:51:00,"05","05","51",351,AM,Night
552,05:52:00,"05","05","52",352,AM,Night
553,05:53:00,"05","05","53",353,AM,Night
554,05:54:00,"05","05","54",354,AM,Night
555,05:55:00,"05","05","55",355,AM,Night
556,05:56:00,"05","05","56",356,AM,Night
557,05:57:00,"05","05","57",357,AM,Night
558,05:58:00,"05","05","58",358,AM,Night
559,05:59:00,"05","05","59",359,AM,Night
600,06:00:00,"06","06","00",360,AM,Night
601,06:01:00,"06","06","01",361,AM,Night
602,06:02:00,"06","06","02",362,AM,Night
603,06:03:00,"06","06","03",363,AM,Night
604,06:04:00,"06","06","04",364,AM,Night
605,06:05:00,"06","06","05",365,AM,Night
606,06:06:00,"06","06","06",366,AM,Night
607,06:07:00,"06","06","07",367,AM,Night
608,06:08:00,"06","06","08",368,AM,Night
609,06:09:00,"06","06","09",369,AM,Night
610,06:10:00,"06","06","10",370,AM,Night
611,06:11:00,"06","06","11",371,AM,Night
612,06:12:00,"06","06","12",372,AM,Night
613,06:13:00,"06","06","13",373,AM,Night
614,06:14:00,"06","06","14",374,AM,Night
615,06:15:00,"06","06","15",375,AM,Night
616,06:16:00,"06","06","16",376,AM,Night
617,06:17:00,"06","06","17",377,AM,Night
618,06:18:00,"06","06","18",378,AM,Night
619,06:19:00,"06","06","19",379,AM,Night
620,06:20:00,"06","06","20",380,AM,Night
621,06:21:00,"06","06","21",381,AM,Night
622,06:22:00,"06","06","22",382,AM,Night
623,06:23:00,"06","06","23",383,AM,Night
624,06:24:00,"06","06","24",384,AM,Night
625,06:25:00,"06","06","25",385,AM,Night
626,06:26:00,"06","06","26",386,AM,Night
627,06:27:00,"06","06","27",387,AM,Night
628,06:28:00,"06","06","28",388,AM,Night
629,06:29:00,"06","06","29",389,AM,Night
630,06:30:00,"06","06","30",390,AM,Night
631,06:31:00,"06","06","31",391,AM,Night
632,06:32:00,"06","06","32",392,AM,Night
633,06:33:00,"06","06","33",393,AM,Night
634,06:34:00,"06","06","34",394,AM,Night
635,06:35:00,"06","06","35",395,AM,Night
636,06:36:00,"06","06","36",396,AM,Night
637,06:37:00,"06","06","37",397,AM,Night
638,06:38:00,"06","06","38",398,AM,Night
639,06:39:00,"06","06","39",399,AM,Night
640,06:40:00,"06","06","40",400,AM,Night
641,06:41:00,"06","06","41",401,AM,Night
642,06:42:00,"06","06","42",402,AM,Night
643,06:43:00,"06","06","43",403,AM,Night
644,06:44:00,"06","06","44",404,AM,Night
645,06:45:00,"06","06","45",405,AM,Night
646,06:46:00,"06","06","46",406,AM,Night
647,06:47:00,"06","06","47",407,AM,Night
648,06:48:00,"06","06","48",408,AM,Night
649,06:49:00,"06","06","49",409,AM,Night
650,06:50:00,"06","06","50",410,AM,Night
651,06:51:00,"06","06","51",411,AM,Night
652,06:52:00,"06","06","52",412,AM,Night
653,06:53:00,"06","06","53",413,AM,Night
654,06:54:00,"06","06","54",414,AM,Night
655,06:55:00,"06","06","55",415,AM,Night
656,06:56:00,"06","06","56",416,AM,Night
657,06:57:00,"06","06","57",417,AM,Night
658,06:58:00,"06","06","58",418,AM,Night
659,06:59:00,"06","06","59",419,AM,Night
700,07:00:00,"07","07","00",420,AM,Day
701,07:01:00,"07","07","01",421,AM,Day
702,07:02:00,"07","07","02",422,AM,Day
703,07:03:00,"07","07","03",423,AM,Day
704,07:04:00,"07","07","04",424,AM,Day
705,07:05:00,"07","07","05",425,AM,Day
706,07:06:00,"07","07","06",426,AM,Day
707,07:07:00,"07","07","07",427,AM,Day
708,07:08:00,"07","07","08",428,AM,Day
709,07:09:00,"07","07","09",429,AM,Day
710,07:10:00,"07","07","10",430,AM,Day
711,07:11:00,"07","07","11",431,AM,Day
712,07:12:00,"07","07","12",432,AM,Day
713,07:13:00,"07","07","13",433,AM,Day
714,07:14:00,"07","07","14",434,AM,Day
715,07:15:00,"07","07","15",435,AM,Day
716,07:16:00,"07","07","16",436,AM,Day
717,07:17:00,"07","07","17",437,AM,Day
718,07:18:00,"07","07","18",438,AM,Day
719,07:19:00,"07","07","19",439,AM,Day
720,07:20:00,"07","07","20",440,AM,Day
721,07:21:00,"07","07","21",441,AM,Day
722,07:22:00,"07","07","22",442,AM,Day
723,07:23:00,"07","07","23",443,AM,Day
724,07:24:00,"07","07","24",444,AM,Day
725,07:25:00,"07","07","25",445,AM,Day
726,07:26:00,"07","07","26",446,AM,Day
727,07:27:00,"07","07","27",447,AM,Day
728,07:28:00,"07","07","28",448,AM,Day
729,07:29:00,"07","07","29",449,AM,Day
730,07:30:00,"07","07","30",450,AM,Day
731,07:31:00,"07","07","31",451,AM,Day
732,07:32:00,"07","07","32",452,AM,Day
733,07:33:00,"07","07","33",453,AM,Day
734,07:34:00,"07","07","34",454,AM,Day
735,07:35:00,"07","07","35",455,AM,Day
736,07:36:00,"07","07","36",456,AM,Day
737,07:37:00,"07","07","37",457,AM,Day
738,07:38:00,"07","07","38",458,AM,Day
739,07:39:00,"07","07","39",459,AM,Day
740,07:40:00,"07","07","40",460,AM,Day
741,07:41:00,"07","07","41",461,AM,Day
742,07:42:00,"07","07","42",462,AM,Day
743,07:43:00,"07","07","43",463,AM,Day
744,07:44:00,"07","07","44",464,AM,Day
745,07:45:00,"07","07","45",465,AM,Day
746,07:46:00,"07","07","46",466,AM,Day
747,07:47:00,"07","07","47",467,AM,Day
748,07:48:00,"07","07","48",468,AM,Day
749,07:49:00,"07","07","49",469,AM,Day
750,07:50:00,"07","07","50",470,AM,Day
751,07:51:00,"07","07","51",471,AM,Day
752,07:52:00,"07","07","52",472,AM,Day
753,07:53:00,"07","07","53",473,AM,Day
754,07:54:00,"07","07","54",474,AM,Day
755,07:55:00,"07","07","55",475,AM,Day
756,07:56:00,"07","07","56",476,AM,Day
757,07:57:00,"07","07","57",477,AM,Day
758,07:58:00,"07","07","58",478,AM,Day
759,07:59:00,"07","07","59",479,AM,Day
800,08:00:00,"08","08","00",480,AM,Day
